date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:23:52	1838/1838	---M--	200	added ('OK')	image/png	date:Sun,%2019%20May%202019%2020:18:20%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/phone.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/phone.png	(from https://www.foxcoders.com/demo/eduaid/)
18:23:52	28515/28515	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:07:52%20GMT	https://www.foxcoders.com/demo/eduaid/apply_form.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/apply_form.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:52	4786/4786	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jul%202019%2005:36:46%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/footer_logo.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/footer_logo.png	(from https://www.foxcoders.com/demo/eduaid/)
18:23:52	64736/64736	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:17:02%20GMT	https://www.foxcoders.com/demo/eduaid/index-2.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/index-3.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:53	60565/60565	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:18:12%20GMT	https://www.foxcoders.com/demo/eduaid/index-3.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/index-4.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:53	55293/55293	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:20:04%20GMT	https://www.foxcoders.com/demo/eduaid/index-4.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/index-5.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:53	41135/41135	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:06:56%20GMT	https://www.foxcoders.com/demo/eduaid/about.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/about.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:54	41334/41334	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:12:56%20GMT	https://www.foxcoders.com/demo/eduaid/courses.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/courses.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:54	26403/26403	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:13:34%20GMT	https://www.foxcoders.com/demo/eduaid/departments.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/departments.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:54	33541/33541	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:09:10%20GMT	https://www.foxcoders.com/demo/eduaid/blog_01.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/blog_01.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:54	37108/37108	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:09:48%20GMT	https://www.foxcoders.com/demo/eduaid/blog_02.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/blog_02.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:54	40121/40121	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:10:30%20GMT	https://www.foxcoders.com/demo/eduaid/blog_details.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/blog_details.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:55	31025/31025	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:25:10%20GMT	https://www.foxcoders.com/demo/eduaid/teachers.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/teachers.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:55	26620/26620	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:24:12%20GMT	https://www.foxcoders.com/demo/eduaid/teacher_details.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/teacher_details.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:55	30175/30175	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:14:32%20GMT	https://www.foxcoders.com/demo/eduaid/events.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/events.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:56	28626/28626	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:15:26%20GMT	https://www.foxcoders.com/demo/eduaid/gallery.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/gallery.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:56	35875/35875	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:22:16%20GMT	https://www.foxcoders.com/demo/eduaid/students.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/students.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:56	27124/27124	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:21:44%20GMT	https://www.foxcoders.com/demo/eduaid/result.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/result.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:57	25107/25107	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:21:10%20GMT	https://www.foxcoders.com/demo/eduaid/notice.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/notice.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:57	25830/25830	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202019%2007:12:08%20GMT	https://www.foxcoders.com/demo/eduaid/contact.html	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/contact.html	(from https://www.foxcoders.com/demo/eduaid/)
18:23:58	72740/72740	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:37:34%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/slider_bg.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/slider_bg.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:23:58	425144/425144	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jul%202019%2008:42:44%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/slider_bg_2.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/slider_bg_2.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:23:58	4749/4749	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2002:15:50%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/service_icon_01.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/service_icon_01.png	(from https://www.foxcoders.com/demo/eduaid/)
18:23:58	271933/271933	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jul%202019%2008:35:48%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/slider_bg_3.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/slider_bg_3.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:23:58	3664/3664	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2002:17:04%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/service_icon_02.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/service_icon_02.png	(from https://www.foxcoders.com/demo/eduaid/)
18:23:59	3662/3662	---M--	200	added ('OK')	image/png	date:Tue,%2021%20May%202019%2002:18:04%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/service_icon_03.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/service_icon_03.png	(from https://www.foxcoders.com/demo/eduaid/)
18:23:59	61974/61974	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Jul%202019%2009:09:56%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/welcome.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/welcome.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:23:59	3540/3540	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jun%202019%2000:10:52%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/icon_01.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/icon_01.png	(from https://www.foxcoders.com/demo/eduaid/)
18:23:59	3530/3530	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jun%202019%2000:11:36%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/icon_02.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/icon_02.png	(from https://www.foxcoders.com/demo/eduaid/)
18:24:00	5413/5413	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jun%202019%2000:12:10%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/icon_03.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/icon_03.png	(from https://www.foxcoders.com/demo/eduaid/)
18:24:00	3705/3705	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jun%202019%2000:14:08%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/icon_04.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/icon_04.png	(from https://www.foxcoders.com/demo/eduaid/)
18:24:00	2734/2734	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jun%202019%2000:15:14%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/icon_05.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/icon_05.png	(from https://www.foxcoders.com/demo/eduaid/)
18:24:00	2887/2887	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jun%202019%2000:15:46%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/icon_06.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/icon_06.png	(from https://www.foxcoders.com/demo/eduaid/)
18:24:01	16932/16932	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Jul%202019%2001:14:20%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/featured_01.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/featured_01.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:01	27998/27998	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:04:00%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/featured_02.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/featured_02.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:01	26657/26657	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:04:00%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/featured_03.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/featured_03.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:02	29183/29183	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:04:00%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/featured_04.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/featured_04.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:02	30946/30946	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:04:00%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/featured_05.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/featured_05.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:02	52711/52711	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:39:08%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/video_popup.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/video_popup.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:02	17284/17284	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:05:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/member_01.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/member_01.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:02	23947/23947	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:05:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/member_02.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/member_02.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:03	29527/29527	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:05:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/member_03.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/member_03.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:03	56275/56275	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2012:03:58%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/events.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/events.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:03	30535/30535	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2011:48:24%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/blog_01.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/blog_01.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:03	42905/42905	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jun%202019%2011:48:24%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/big_blog.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/big_blog.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:03	52800/52800	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Jul%202019%2001:21:12%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/blog_02.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/blog_02.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:04	84180/84180	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Jul%202019%2001:22:18%20GMT	https://www.foxcoders.com/demo/eduaid/assets/images/blog_03.jpg	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/images/blog_03.jpg	(from https://www.foxcoders.com/demo/eduaid/)
18:24:04	88150/88150	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Apr%202019%2015:29:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/jquery-3.4.0.min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/jquery-3.4.0.min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:04	21003/21003	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Apr%202019%2015:29:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/popper.min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/popper.min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:04	2532/2532	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Apr%202019%2015:29:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/jquery.easing.min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/jquery.easing.min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:05	58072/58072	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Apr%202019%2015:29:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/bootstrap.min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/bootstrap.min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:05	14690/14690	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2010%20Jun%202019%2005:07:20%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/aos.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/aos.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:05	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Apr%202019%2015:29:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/owl.carousel.min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/owl.carousel.min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:06	127934/127934	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2016%20Apr%202019%2001:41:04%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/swiper.min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/swiper.min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:06	68253/68253	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2004%20Apr%202019%2020:48:34%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/jquery.fancybox.min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/jquery.fancybox.min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:06	9036/9036	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2003%20Jun%202019%2022:53:30%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/jquery.waypoints.min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/jquery.waypoints.min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:06	2181/2181	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2003%20Jun%202019%2022:48:46%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/jquery.counterup.min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/jquery.counterup.min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:07	3380/3380	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2025%20Aug%202018%2002:07:28%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/jquery.matchHeight-min.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/jquery.matchHeight-min.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:07	1352/1352	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2016%20Feb%202019%2000:46:06%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/bootnavbar.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/bootnavbar.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:07	10225/10225	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2016%20Jul%202019%2016:25:08%20GMT	https://www.foxcoders.com/demo/eduaid/assets/js/main.js	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/js/main.js	(from https://www.foxcoders.com/demo/eduaid/)
18:24:08	2900/2900	---M-Z	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2023:24:06%20GMT	https://www.foxcoders.com/demo/eduaid/assets/css/owl.video.play.png	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/css/owl.video.play.html	(from https://www.foxcoders.com/demo/eduaid/assets/css/owl.carousel.min.css)
18:24:08	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2024%20Apr%202019%2015:29:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/webfonts/fa-brands-400.eot	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/webfonts/fa-brands-400.eot	(from https://www.foxcoders.com/demo/eduaid/assets/css/font-awesome.min.css)
18:24:08	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2024%20Apr%202019%2015:29:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/webfonts/fa-brands-400.eot?	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/webfonts/fa-brands-400d41d.eot	(from https://www.foxcoders.com/demo/eduaid/assets/css/font-awesome.min.css)
18:24:09	84564/84564	---M--	200	added ('OK')	font/woff	date:Wed,%2024%20Apr%202019%2015:29:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/webfonts/fa-brands-400.woff	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/webfonts/fa-brands-400.woff	(from https://www.foxcoders.com/demo/eduaid/assets/css/font-awesome.min.css)
18:24:09	125016/125016	---M--	200	added ('OK')	font/ttf	date:Wed,%2024%20Apr%202019%2015:29:38%20GMT	https://www.foxcoders.com/demo/eduaid/assets/webfonts/fa-brands-400.ttf	C:/Users/L%20-%20127/Desktop/HACKATHON/andrea/www.foxcoders.com/demo/eduaid/assets/webfonts/fa-brands-400.ttf	(from https://www.foxcoders.com/demo/eduaid/assets/css/font-awesome.min.css)
